AoE,word
13.6262,absorptive
12.586400000000012,abstain
13.318399999999995,abstainer
12.794999999999998,abstaining
11.8528,abstemious
14.54310000000002,abstention
12.344200000000003,abstinence
13.088099999999999,abstinent
11.146400000000014,abstract
13.744899999999998,abstracted
11.6227,abstractedly
11.893299999999996,abstracting
13.230000000000004,abstraction
13.3266,abstractly
13.5779,abstractness
14.08869999999999,abstruse
10.1624,absurd
13.0867,absurdist
12.87280000000001,absurdity
11.923699999999995,absurdly
10.459600000000012,abundance
12.051599999999999,abundant
11.2665,abundantly
8.760500000000004,abuse
12.008099999999999,abused
10.320000000000018,abuser
13.648399999999995,abusing
9.79860000000001,abusive
12.307300000000005,abusively
11.74880000000001,abusiveness
12.57559999999999,abut
14.125799999999996,abutment
12.519399999999996,abuzz
13.381799999999984,abysmal
11.9826,abysmally
10.7862,abyss
15.869999999999983,abyssal
11.428099999999997,ac
13.040500000000003,acacia
13.548499999999995,academe
13.543300000000006,academia
9.933400000000004,academic
12.724299999999994,academical
12.489400000000003,academically
14.77390000000001,academician
9.349399999999989,academy
14.666200000000002,acanthus
13.504299999999978,accede
10.0946,accelerate
10.921500000000002,accelerated
12.978000000000002,accelerating
9.910900000000007,acceleration
10.84259999999999,accelerator
8.435700000000008,accent
12.049000000000005,accented
13.511599999999998,accentual
12.661700000000005,accentuate
14.231399999999997,accentuated
13.771299999999997,accentuation
7.043500000000003,accept
12.424300000000008,acceptability
9.974000000000007,acceptable
13.288900000000005,acceptably
9.203199999999987,acceptance
9.952699999999998,accepted
9.9039,accepting
9.251500000000012,access
11.278699999999997,accessed
11.45439999999999,accessibility
10.264400000000016,accessible
13.39729999999999,accessibly
12.937999999999997,accessing
12.443299999999999,accession
11.1363,accessorize
13.137900000000007,accessorizing
10.944599999999994,accessory
5.575400000000002,accident
8.0285,accidental
8.168700000000003,accidentally
11.816,acclaim
11.599499999999999,acclaimed
13.5991,acclamation
12.643700000000006,acclimate
12.064799999999998,acclimated
12.010100000000001,acclimation
14.572499999999984,acclimatization
13.020100000000003,acclimatize
12.312000000000001,accolade
10.21079999999999,accommodate
12.928099999999999,accommodated
11.445200000000005,accommodating
13.343,accommodatingly
10.35380000000001,accommodation
10.97369999999999,accompaniment
12.923599999999986,accompanist
10.084600000000002,accompany
12.085300000000002,accompanying
9.78579999999999,accomplice
8.161000000000003,accomplish
11.017000000000005,accomplished
9.4455,accomplishment
9.19459999999999,accord
11.594900000000003,accordance
9.888500000000008,according
10.810699999999997,accordingly
8.639500000000009,accordion
12.351800000000004,accordionist
12.610199999999994,accost
8.242999999999993,account
12.017300000000002,accountability
11.379700000000014,accountable
14.03839999999999,accountancy
11.457799999999997,accountant
11.223599999999987,accounting
12.583399999999997,accouter
11.674200000000006,accredit
14.359799999999984,accreditation
13.639100000000015,accredited
13.456000000000003,accrediting
12.082599999999996,accretion
14.204299999999995,accrual
13.517299999999988,accrue
12.448199999999996,acct
13.152600000000005,acculturate
13.836699999999999,acculturated
13.5653,acculturation
11.477499999999981,accumulate
12.899300000000007,accumulating
11.005299999999998,accumulation
12.778799999999999,accumulative
14.07370000000002,accumulator
9.890600000000008,accuracy
9.486000000000011,accurate
10.289900000000003,accurately
12.15330000000001,accursed
10.54879999999999,accusation
13.692899999999991,accusative
11.31599999999999,accusatory
9.013400000000011,accuse
11.67620000000001,accuser
11.305099999999996,accusing
9.2011,accusingly
11.569600000000001,accustom
10.03,accustomed
8.171500000000009,ace
15.581399999999979,acerbic
12.89719999999999,acerbically
14.8813,acerbity
13.345500000000015,acetaminophen
12.83659999999999,acetate
14.134700000000002,acetic
13.916799999999984,acetone
15.545199999999973,acetyl
15.016400000000015,acetylene
6.0051999999999985,ache
14.066600000000008,achene
10.667699999999998,achievable
9.030599999999987,achieve
9.012899999999991,achievement
10.196500000000007,achiever
13.2094,achieving
11.738199999999999,aching
11.1534,achingly
9.442600000000002,achoo
14.138599999999997,achromatic
9.134399999999985,achy
8.586500000000006,acid
11.55460000000001,acidic
14.463000000000006,acidified
13.898999999999992,acidify
12.788099999999993,acidity
13.214800000000004,acidly
16.245599999999982,acidosis
14.998200000000004,acidulous
9.047900000000006,acknowledge
12.8464,acknowledged
10.573200000000009,acknowledgement
10.849200000000002,acknowledgment
11.080499999999988,acme
11.272699999999997,acne
13.021799999999992,acolyte
15.280400000000009,aconite
6.269100000000002,acorn
11.519500000000004,acoustic
12.620200000000006,acoustical
12.972499999999998,acoustically
11.588399999999996,acquaint
10.056300000000006,acquaintance
13.382799999999996,acquaintanceship
12.038299999999998,acquainted
13.280899999999999,acquiesce
13.223199999999993,acquiescence
13.635200000000005,acquiescent
9.858600000000015,acquire
13.057300000000003,acquirement
12.27139999999999,acquirer
11.822499999999998,acquiring
13.040300000000009,acquisition
13.60230000000002,acquisitive
14.13350000000001,acquisitiveness
12.532400000000012,acquit
12.531900000000007,acquittal
9.396899999999995,acre
12.695900000000005,acreage
13.008000000000004,acres
12.935100000000007,acrid
14.189999999999984,acrimonious
12.605999999999995,acrimoniously
14.213999999999999,acrimony
8.06449999999999,acrobat
9.467799999999997,acrobatic
12.148800000000001,acrobatically
11.756499999999981,acronym
14.037800000000013,acrophobia
14.192700000000002,acrostic
13.472599999999998,acrylamide
11.30209999999998,acrylic
6.406699999999996,act
9.086200000000003,acting
6.817399999999996,action
12.548399999999999,actionable
10.466100000000004,activate
11.19099999999999,activation
12.5205,activator
7.43259999999999,active
11.172599999999997,actively
13.056400000000004,activeness
12.281500000000005,activism
11.517499999999982,activist
6.95460000000001,activity
7.515299999999996,actor
6.798499999999998,actress
7.458900000000011,actual
13.982299999999992,actualisation
14.026100000000001,actualise
12.819600000000014,actuality
13.428099999999995,actualization
13.267399999999993,actualize
13.177600000000007,actualized
6.683000000000004,actually
14.22819999999999,actuarial
15.448999999999995,actuary
13.124500000000003,actuate
12.958599999999997,actuating
14.199600000000022,actuation
13.760900000000014,actuator
13.477800000000009,acuity
13.872800000000016,acumen
14.057300000000023,acupressure
12.083799999999991,acupuncture
13.908499999999988,acupuncturist
11.329000000000002,acute
11.0527,acutely
12.953400000000013,acuteness
13.279399999999999,acyclovir
8.448500000000008,ad
14.724300000000014,adage
12.773399999999988,adagio
13.363099999999983,adamant
12.709700000000003,adamantly
9.0753,adapt
11.999900000000002,adaptability
9.919500000000005,adaptable
10.695999999999994,adaptation
12.7107,adapted
11.672399999999989,adapter
12.086400000000001,adapting
12.2938,adaption
11.663300000000007,adaptive
11.181600000000012,adaptor
5.571800000000005,add
12.470500000000001,added
12.401500000000004,addend
13.831600000000002,addenda
14.446300000000015,addendum
11.992200000000004,adder
10.332799999999994,addict
9.5741,addicted
13.146099999999999,addicting
11.572199999999995,addiction
10.366200000000008,addictive
11.611099999999999,adding
7.310099999999994,addition
9.2525,additional
12.7995,additionally
12.388099999999982,additive
12.862300000000003,addle
11.674799999999996,addled
5.983099999999992,address
13.026299999999994,addressable
12.636000000000001,addressed
10.380900000000011,addressee
12.486300000000002,addressing
13.068200000000004,adduce
14.084399999999999,adenine
16.4038,adenocarcinoma
12.526899999999998,adenoid
14.464399999999994,adenoidal
11.9717,adept
11.688299999999995,adeptly
13.841799999999983,adeptness
12.5931,adequacy
10.31020000000001,adequate
11.8099,adequately
10.610499999999986,adhere
12.349500000000011,adherence
13.982200000000002,adherent
13.553199999999997,adhesion
9.501799999999989,adhesive
14.012599999999999,adhesiveness
17.03,adiabatic
11.7443,adieu
13.971100000000014,adipose
11.703500000000004,adj
14.5967,adjacency
10.556499999999986,adjacent
14.519600000000002,adjectival
13.750100000000002,adjectivally
9.293400000000009,adjective
10.501,adjoin
11.07320000000001,adjoining
11.928500000000001,adjourn
13.833099999999988,adjournment
14.413700000000022,adjudge
14.2739,adjudicate
13.532800000000003,adjudicated
15.39309999999999,adjudication
13.697599999999992,adjudicative
15.413300000000014,adjudicator
13.18270000000001,adjudicatory
13.171699999999985,adjunct
15.177200000000001,adjuration
13.371699999999992,adjure
8.161499999999986,adjust
9.192200000000009,adjustable
11.495399999999997,adjusted
11.209599999999988,adjuster
10.7432,adjusting
10.103500000000004,adjustment
13.28570000000001,adjutant
13.142699999999996,adman
13.062500000000002,admin
9.80809999999999,administer
12.355800000000004,administering
12.492099999999999,administrate
10.499300000000005,administration
11.153100000000002,administrative
13.433900000000001,administratively
11.368400000000015,administrator
11.482499999999995,admirable
12.118399999999994,admirably
9.477100000000013,admiral
11.969300000000002,admiralty
9.156200000000007,admiration
7.6094999999999935,admire
11.199300000000001,admired
9.360599999999987,admirer
11.979199999999999,admiring
11.205800000000002,admiringly
13.589199999999984,admissibility
12.599699999999995,admissible
9.077700000000004,admission
7.518399999999989,admit
10.6612,admittance
14.375,admitted
12.425599999999998,admittedly
11.668399999999995,admitting
11.815300000000006,admix
13.827499999999993,admixture
12.253700000000002,admonish
12.362700000000002,admonishing
12.016399999999997,admonishment
13.391599999999997,admonition
12.4035,admonitory
12.17840000000001,ado
12.690600000000016,adobe
11.233399999999996,adolescence
10.971099999999987,adolescent
8.25290000000001,adopt
10.184500000000014,adoptable
10.606100000000001,adopted
10.835999999999999,adopter
8.500299999999996,adoption
9.78749999999999,adoptive
7.50680000000001,adorable
10.466300000000013,adorableness
11.427299999999997,adorably
11.830399999999983,adoration
8.093800000000009,adore
11.11019999999999,adored
13.485299999999997,adorer
9.310699999999986,adoring
11.967300000000005,adoringly
11.255399999999998,adorn
12.062000000000006,adornment
13.2099,adrenal
10.224599999999999,adrenaline
14.3517,adrenergic
11.12020000000001,adrift
12.6108,adroit
12.656399999999998,adroitly
14.048500000000011,adroitness
14.78179999999999,adsorb
13.881199999999996,adsorbed
14.097300000000002,adsorbent
14.365300000000007,adsorption
13.247899999999998,adulate
12.094700000000016,adulation
13.255200000000002,adulatory
5.504099999999999,adult
12.997599999999988,adulterant
13.350999999999992,adulterate
13.961500000000006,adulterated
12.902800000000006,adulteration
12.039300000000015,adulterer
12.596700000000013,adulteress
12.198300000000003,adulterous
11.489800000000004,adultery
10.419600000000012,adulthood
14.580000000000005,adumbrate
15.721300000000001,adumbration
12.480100000000002,adv
8.549900000000006,advance
9.06419999999999,advanced
11.030699999999998,advancement
8.922800000000016,advantage
12.737699999999995,advantaged
12.56029999999999,advantageous
12.900200000000007,advantageously
10.844100000000003,advent
14.316100000000008,adventitious
13.209199999999994,adventitiously
6.426199999999998,adventure
8.820499999999992,adventurer
11.238000000000001,adventuresome
10.88070000000002,adventuress
13.55599999999999,adventuring
14.264800000000001,adventurism
10.871899999999988,adventurist
10.1984,adventurous
12.477499999999994,adventurously
12.788099999999979,adventurousness
9.394699999999993,adverb
13.564700000000016,adverbial
14.590199999999998,adverbs
13.356499999999999,adversarial
12.378999999999996,adversary
11.465400000000011,adverse
12.7141,adversely
11.573999999999991,adversity
12.917800000000014,advert
9.555899999999998,advertise
11.980700000000002,advertised
8.530399999999993,advertisement
10.9673,advertiser
9.82730000000001,advertising
13.0033,advertorial
8.550400000000005,advice
13.2645,advisability
11.608900000000004,advisable
8.912699999999992,advise
12.654300000000001,advised
12.7892,advisedly
12.387800000000002,advisement
10.733099999999986,adviser
12.708800000000004,advising
10.327500000000004,advisor
11.58429999999999,advisory
13.261399999999973,advocacy
11.147200000000003,advocate
12.646800000000006,advocating
13.325700000000007,adware
12.730699999999997,adze
15.808,aegis
11.731,aeon
13.15940000000002,aerate
13.438200000000005,aerated
12.733199999999997,aeration
13.4627,aerator
10.826099999999999,aerial
13.025400000000001,aerialist
12.306600000000001,aerially
13.0245,aerie
11.339400000000001,aerobatic
9.096800000000004,aerobic
12.023499999999991,aerobically
9.952800000000002,aerobics
11.899399999999996,aerodrome
13.116000000000009,aerodynamic
13.243999999999996,aerodynamically
12.744099999999998,aerogram
12.324799999999998,aeronautic
13.620899999999985,aeronautical
12.506400000000001,aeronautics
8.876799999999998,aeroplane
10.787700000000012,aerosol
12.103699999999986,aerospace
14.30410000000001,aesthete
14.191500000000008,aesthetic
12.482199999999995,aesthetically
14.566800000000006,aestheticism
14.949900000000003,aetiology
9.052000000000008,afar
13.646400000000003,affability
12.92480000000001,affable
11.8606,affably
9.763200000000017,affair
9.250900000000009,affect
13.587199999999998,affectation
10.995800000000004,affected
12.441600000000001,affecting
13.044599999999996,affectingly
8.69719999999999,affection
9.156200000000002,affectionate
9.708300000000003,affectionately
14.202000000000004,afferent
13.198499999999997,affiance
12.840899999999998,affianced
14.31620000000002,affidavit
11.912299999999998,affiliate
12.163499999999999,affiliated
11.176699999999984,affiliation
11.962900000000012,affinity
12.027400000000005,affirm
12.47289999999998,affirmation
10.650799999999993,affirmative
12.494500000000002,affirmatively
12.594000000000001,affirming
11.384600000000017,affix
11.682700000000004,affixed
11.922799999999997,afflatus
11.404500000000002,afflict
11.869000000000003,afflicted
11.679400000000008,affliction
13.12490000000001,affluence
12.341500000000003,affluent
7.802500000000012,afford
11.325199999999997,affordability
9.08089999999999,affordable
11.863099999999996,affordably
11.6967,afforded
14.855700000000011,afforestation
13.860299999999997,afforested
12.8392,affray
12.449300000000017,affront
12.413399999999994,affronted
9.827300000000006,afghan
13.089899999999993,aficionado
11.067899999999995,afield
11.090899999999998,afire
11.207800000000015,aflame
9.250800000000012,afloat
11.1849,aflutter
11.087900000000008,afoot
13.893299999999993,aforementioned
14.154400000000019,aforesaid
12.585200000000013,aforethought
11.862699999999986,afoul
4.709900000000002,afraid
11.9599,afresh
12.368700000000006,aft
12.820799999999984,afterbirth
11.269100000000016,afterburner
12.441799999999985,aftercare
12.447399999999984,aftereffect
12.53499999999999,afterglow
12.587200000000003,afterimage
8.69420000000001,afterlife
13.086500000000017,aftermarket
11.512199999999982,aftermath
5.286999999999991,afternoon
10.565999999999988,aftershave
10.592300000000012,aftershock
10.906999999999998,aftertaste
12.206799999999985,afterthought
7.139099999999997,afterward
13.370500000000009,afterword
11.0575,agape
14.081899999999997,agar
12.0669,agate
13.872300000000001,agave
4.873099999999998,age
9.103700000000002,aged
11.480600000000006,ageing
16.013599999999993,ageism
15.020599999999984,ageist
10.613399999999983,ageless
13.552800000000001,agelessness
10.323000000000011,agency
10.228700000000016,agenda
8.699999999999992,agent
13.322899999999986,ageratum
14.714400000000005,agglomerate
13.022500000000003,agglomeration
13.5351,agglutination
13.606000000000003,aggrandisement
14.910499999999988,aggrandize
13.813499999999998,aggrandized
14.161199999999997,aggrandizement
14.902999999999999,aggrandizing
9.622300000000012,aggravate
9.486300000000007,aggravated
12.642999999999999,aggravating
13.603299999999996,aggravatingly
9.855700000000006,aggravation
13.226600000000003,aggregate
13.389800000000001,aggregated
13.617200000000002,aggregating
13.984699999999977,aggregation
12.754599999999998,aggregator
9.84929999999999,aggression
8.535000000000009,aggressive
11.0703,aggressively
11.745099999999985,aggressiveness
11.629600000000014,aggressor
13.266000000000005,aggrieve
12.365200000000009,aggrieved
12.85370000000001,aggro
10.989300000000004,aghast
11.25090000000002,agile
12.702199999999998,agilely
10.316699999999985,agility
8.736500000000008,aging
10.210999999999988,agitate
9.627100000000004,agitated
11.5636,agitation
12.4132,agitator
15.274399999999988,agitprop
13.71000000000001,agleam
13.554700000000004,aglitter
9.982999999999977,aglow
13.562399999999986,agnostic
13.575899999999999,agnosticism
6.5184000000000015,ago
13.495700000000001,agog
13.820900000000004,agonise
12.021099999999999,agonising
14.688999999999979,agonist
11.222400000000007,agonize
11.917499999999995,agonized
10.942299999999998,agonizing
10.5307,agonizingly
9.143900000000013,agony
14.29070000000002,agoraphobia
14.014000000000017,agoraphobic
14.114099999999992,agrarian
12.7486,agrarianism
7.544599999999992,agree
8.926599999999997,agreeable
13.836000000000011,agreeableness
11.5525,agreeably
11.047299999999996,agreeing
8.677799999999996,agreement
16.073099999999997,agribusiness
10.615000000000004,agricultural
13.34859999999999,agriculturalist
14.328400000000002,agriculturally
10.505600000000015,agriculture
14.6286,agriculturist
14.083100000000007,agronomic
12.4507,agronomist
13.745,agronomy
9.922199999999997,aground
14.818400000000018,ague
11.733200000000002,ah
12.172800000000002,aha
5.2114999999999965,ahead
12.424799999999998,ahem
8.827400000000004,ahoy
7.1565000000000065,aid
8.309500000000012,aide
12.51280000000001,aided
12.986699999999995,aiding
9.746899999999993,aids
10.187800000000006,ail
14.129700000000016,aileron
10.9755,ailing
10.570599999999999,ailment
7.375200000000014,aim
11.597199999999997,aiming
10.680100000000014,aimless
9.497900000000001,aimlessly
13.2946,aimlessness
4.2184,air
11.564999999999996,airbag
10.873100000000006,airbase
9.89180000000001,airborne
12.106699999999982,airbrush
13.501000000000001,airbrushed
12.369799999999998,airbrushing
13.669500000000001,airbus
8.497400000000003,aircraft
10.945699999999993,aircrew
14.170599999999993,airdrome
9.877899999999988,airdrop
10.318599999999996,airfare
9.159000000000013,airfield
12.258999999999999,airflow
13.955600000000011,airfoil
12.2848,airfreight
10.76629999999999,airhead
10.5119,airily
12.528899999999998,airiness
11.292399999999994,airing
10.0736,airless
12.088199999999997,airlessness
11.76779999999998,airlift
13.161299999999999,airlifting
9.040100000000002,airline
9.650999999999994,airliner
11.262800000000002,airlock
11.342000000000002,airmail
10.488300000000011,airman
4.510399999999999,airplane
12.407599999999995,airplay
6.7469,airport
11.430399999999988,airship
12.272299999999994,airshow
11.514100000000015,airsick
11.106299999999994,airsickness
11.691600000000001,airspace
11.378299999999998,airspeed
12.073299999999985,airstrike
8.946499999999997,airstrip
10.180600000000005,airtight
11.486999999999988,airtime
11.390799999999999,airway
11.9794,airways
12.946099999999996,airworthiness
13.424399999999977,airworthy
10.88809999999999,airy
6.4777,aisle
9.580299999999992,ajar
10.529300000000013,aka
12.969599999999993,akimbo
12.625599999999999,akin
12.6209,alabaster
14.409900000000002,alacrity
6.401899999999995,alarm
10.061900000000001,alarmed
10.227299999999989,alarming
11.781599999999996,alarmingly
13.722199999999981,alarmist
11.343199999999984,alas
12.5473,alb
13.944400000000012,albacore
11.528600000000004,albatross
12.234200000000005,albeit
14.007900000000005,albinism
10.529399999999994,albino
7.1323000000000105,album
14.748100000000017,albumen
14.711800000000022,albumin
11.325900000000006,alchemist
13.158899999999996,alchemy
8.516399999999999,alcohol
9.55180000000001,alcoholic
11.136400000000005,alcoholism
11.351899999999995,alcove
12.756699999999999,alder
13.569100000000017,alderman
9.578099999999994,ale
13.07699999999999,aleatory
13.339099999999997,alehouse
10.716400000000004,alembic
8.819899999999993,alert
13.190200000000006,alerting
11.323800000000006,alertly
10.407200000000014,alertness
13.136999999999999,alewife
9.855400000000012,alfalfa
14.02639999999999,alfresco
13.040499999999994,alga
8.104099999999999,algae
13.4894,algal
10.181300000000011,algebra
11.985199999999994,algebraic
14.664200000000003,algebraically
13.906299999999979,algorithm
14.912599999999976,algorithmic
10.709500000000007,alias
12.81809999999999,aliased
13.770100000000003,aliasing
11.886500000000003,alibi
7.436700000000002,alien
13.670300000000003,alienable
12.681799999999987,alienate
12.767299999999995,alienated
13.3419,alienating
13.105500000000015,alienation
14.432500000000003,alienist
11.081399999999999,alight
10.102600000000013,align
13.163100000000004,aligned
11.817300000000005,aligner
11.462900000000008,aligning
11.3933,alignment
6.729200000000002,alike
13.238100000000006,aliment
11.63610000000001,alimentary
13.793700000000012,alimony
5.543700000000006,alive
11.688500000000007,aliveness
12.237299999999994,aliyah
13.360599999999994,alkali
13.325299999999997,alkaline
14.049699999999994,alkalinity
13.59119999999999,alkalize
14.714300000000005,alkalizing
14.113799999999976,alkaloid
15.31749999999998,alkyd
13.8784,alkyds
14.904199999999989,allay
11.874100000000006,allegation
12.49469999999998,allege
12.017299999999986,alleged
10.308500000000004,allegedly
8.770299999999992,allegiance
13.715499999999999,allegoric
12.787600000000005,allegorical
14.699400000000002,allegorically
13.445000000000004,allegorist
13.786900000000003,allegory
12.754000000000003,allegro
13.967600000000004,allele
13.963500000000002,alleluia
11.855599999999999,allergen
14.011800000000003,allergenic
7.749100000000014,allergic
12.637200000000014,allergist
8.526800000000007,allergy
11.087499999999999,alleviate
13.679300000000001,alleviation
6.5034999999999945,alley
8.933100000000003,alleyway
11.098399999999987,alliance
10.923200000000008,allied
5.15279999999999,alligator
14.194100000000002,alliterate
13.829999999999986,alliteration
14.589299999999998,alliterative
13.620099999999997,alliteratively
12.987999999999989,allocate
12.409500000000001,allocation
13.051999999999994,allot
13.037499999999987,allotment
12.883899999999999,allover
6.2068,allow
10.607299999999983,allowable
7.953200000000006,allowance
10.623399999999998,allowed
11.431399999999998,allowing
13.429999999999986,alloy
13.895000000000005,allspice
13.146399999999987,allude
11.690500000000002,allure
13.360199999999995,allurement
12.17700000000001,alluring
12.838299999999995,alluringly
13.054399999999982,allusion
14.319400000000003,allusive
12.421999999999995,allusively
14.472999999999997,allusiveness
15.018699999999983,alluvial
14.382600000000004,alluvium
9.461000000000004,ally
10.801600000000008,almanac
9.342500000000015,almighty
8.420599999999993,almond
13.1713,almoner
15.932799999999984,almshouse
10.105800000000007,aloe
9.672400000000009,aloft
8.974900000000002,alongside
12.097500000000002,aloof
11.244099999999996,aloofly
12.246099999999997,aloofness
6.8084000000000096,aloud
12.00609999999999,alp
10.969499999999984,alpaca
11.638100000000016,alpha
4.647400000000009,alphabet
13.2948,alphabetic
8.139599999999998,alphabetical
10.697799999999997,alphabetically
8.89810000000001,alphabetize
13.286199999999997,alphabetized
13.199799999999998,alphanumeric
11.012799999999986,alpine
12.019399999999997,alps
6.237199999999994,alright
11.994100000000001,alt
7.799399999999997,altar
12.379500000000013,altarpiece
9.605800000000013,alter
13.731999999999996,alterable
10.692899999999984,alteration
11.8113,altercation
11.974899999999998,altered
11.16359999999999,altering
9.056200000000008,alternate
11.131999999999998,alternately
12.2365,alternating
12.936200000000003,alternation
9.759900000000007,alternative
12.683400000000006,alternatively
11.399700000000005,alternator
13.142300000000008,altimeter
9.848700000000012,altitude
11.33740000000002,alto
8.341300000000007,altogether
14.700899999999985,altruism
14.322900000000006,altruist
13.241199999999987,altruistic
14.109599999999999,altruistically
12.68899999999998,alum
12.307699999999985,alumina
11.4002,aluminium
7.794799999999996,aluminum
13.389999999999997,alumna
12.460300000000002,alumnae
13.067300000000005,alumnus
14.773800000000001,alveolar
14.7169,amalgam
12.559500000000003,amalgamate
14.130600000000001,amalgamated
15.714900000000009,amalgamation
12.524299999999998,amanuensis
14.593800000000003,amaranth
13.926000000000014,amaretto
14.317899999999984,amaryllis
11.838099999999999,amass
12.823799999999995,amassed
12.084399999999992,amassing
9.99589999999999,amateur
12.510500000000004,amateurish
13.714899999999998,amateurishly
14.810799999999999,amateurishness
12.881200000000018,amateurism
13.536399999999999,amatory
8.451800000000002,amaze
7.035199999999998,amazed
9.025100000000014,amazement
5.6991000000000085,amazing
10.083499999999997,amazingly
10.944599999999994,amazon
12.539599999999998,amazonian
10.389100000000003,ambassador
13.25600000000002,ambassadorial
12.92130000000001,ambassadorship
12.511500000000003,ambassadress
8.68289999999999,amber
15.166899999999993,ambergris
13.520599999999988,ambiance
11.7807,ambidextrous
12.643599999999983,ambience
12.293399999999986,ambient
13.586999999999984,ambiguity
12.606200000000001,ambiguous
12.963299999999997,ambiguously
13.559100000000003,ambit
10.84439999999999,ambition
10.641099999999987,ambitious
12.759700000000002,ambitiously
13.059000000000008,ambitiousness
13.078999999999986,ambivalence
12.168699999999987,ambivalent
13.310500000000012,ambivalently
11.160499999999999,amble
11.799299999999993,ambling
11.752500000000008,ambrosia
15.019699999999977,ambrosial
5.835900000000006,ambulance
13.658199999999995,ambulant
12.150799999999998,ambulate
14.660999999999987,ambulation
12.464399999999996,ambulatory
13.259200000000003,ambuscade
9.599999999999987,ambush
13.201800000000002,ameliorate
15.595999999999998,amelioration
13.655300000000006,ameliorative
8.122799999999991,amen
13.173900000000005,amenability
13.77820000000001,amenable
11.7532,amend
12.781699999999995,amendable
13.150599999999992,amending
10.106299999999983,amendment
11.616600000000005,amenity
14.435299999999998,americium
12.020100000000012,amethyst
12.835199999999997,amiability
12.697399999999998,amiable
11.246100000000007,amiably
14.120900000000008,amicability
12.626900000000017,amicable
11.978200000000001,amicably
14.502599999999994,amide
11.677600000000005,amidship
12.104999999999997,amidships
9.713499999999993,amigo
13.409500000000003,amine
12.950499999999987,amino
10.870700000000008,amiss
13.094200000000011,amity
15.572099999999987,ammeter
8.731100000000005,ammo
10.8496,ammonia
12.226599999999998,ammonium
9.361699999999987,ammunition
10.710100000000006,amnesia
12.450200000000006,amnesiac
13.650800000000004,amnesic
